County,DEM,REP,Votes,Voters,Year,Prez_Election,State,Voter_ID,Senate_2018,Dem_Percent,Rep_Percent,Rep_Lean,Turnout,FIPS
HALL,265,832,1109,2050,2012,1,TX,0,0,0.23895401262398558,0.7502254283137962,0.5112714156898106,0.5409756097560976,48191
HAMILTON,591,2918,3552,5564,2012,1,TX,0,0,0.16638513513513514,0.821509009009009,0.6551238738738738,0.6383896477354422,48193
HANSFORD,159,1788,1962,3077,2012,1,TX,0,0,0.08103975535168195,0.9113149847094801,0.8302752293577982,0.6376340591485213,48195
HARDEMAN,302,1176,1495,2612,2012,1,TX,0,0,0.2020066889632107,0.7866220735785954,0.5846153846153846,0.5723583460949464,48197
HARDIN,3359,17746,21297,35423,2012,1,TX,0,0,0.15772174484669202,0.833262900878058,0.675541156031366,0.6012195466222511,48199
HARRIS,587044,586073,1188585,2000011,2012,1,TX,0,0,0.49390157203733853,0.4930846342499695,-0.0008169377873690209,0.5942892314092273,48201
HARRISON,8456,17512,26170,41078,2012,1,TX,0,0,0.323118074130684,0.669163163928162,0.346045089797478,0.6370806757875261,48203
HARTLEY,184,1708,1913,2863,2012,1,TX,0,0,0.09618400418191322,0.8928384736016728,0.7966544694197596,0.6681802305274188,48205
HASKELL,553,1424,2013,3654,2012,1,TX,0,0,0.2747143566815698,0.7074018877297565,0.43268753104818675,0.5509031198686372,48207
HAYS,25537,31661,59011,103491,2012,1,TX,0,0,0.4327498263035705,0.5365270881700022,0.10377726186643166,0.5702041723434889,48209
HEMPHILL,192,1298,1509,2211,2012,1,TX,0,0,0.1272365805168986,0.8601722995361166,0.7329357190192181,0.6824966078697422,48211
HENDERSON,6106,21231,27627,49298,2012,1,TX,0,0,0.22101567307344264,0.768487349332175,0.5474716762587324,0.5604081301472676,48213
HIDALGO,97969,39865,139159,304823,2012,1,TX,0,0,0.7040076459301949,0.2864708714492056,-0.41753677448098936,0.4565239499644056,48215
HILL,2752,9132,12045,21985,2012,1,TX,0,0,0.22847654628476546,0.7581569115815692,0.5296803652968037,0.547873550147828,48217
HOCKLEY,1486,5546,7134,13484,2012,1,TX,0,0,0.2082982898794505,0.7774039809363611,0.5691056910569106,0.5290714921388312,48219
HOOD,3843,18409,22535,34955,2012,1,TX,0,0,0.17053472376303527,0.8169070335034391,0.6463723097404038,0.6446860248891432,48221
HOPKINS,2777,9836,12753,21234,2012,1,TX,0,0,0.2177526856425939,0.7712695052144594,0.5535168195718655,0.6005933879627013,48223
HOUSTON,2265,5880,8214,13291,2012,1,TX,0,0,0.27574872169466763,0.7158509861212564,0.4401022644265888,0.6180121886991197,48225
HOWARD,2110,6453,8695,16931,2012,1,TX,0,0,0.24266820011500861,0.7421506612995975,0.4994824611845889,0.5135550174236607,48227
HUDSPETH,379,471,863,1668,2012,1,TX,0,0,0.4391657010428737,0.5457705677867902,0.1066048667439165,0.5173860911270983,48229
HUNT,6671,21011,28049,48792,2012,1,TX,0,0,0.23783379086598452,0.749081963706371,0.5112481728403865,0.5748688309558944,48231
HUTCHINSON,1045,6804,7928,13807,2012,1,TX,0,0,0.13181130171543895,0.8582240161453077,0.7264127144298688,0.5742014919968133,48233
IRION,112,668,788,1307,2012,1,TX,0,0,0.14213197969543148,0.8477157360406091,0.7055837563451777,0.6029074215761285,48235
JACK,303,2580,2908,4823,2012,1,TX,0,0,0.10419532324621733,0.8872077028885832,0.7830123796423658,0.602944225585735,48237
JACKSON,1070,3906,5025,8832,2012,1,TX,0,0,0.21293532338308457,0.7773134328358209,0.5643781094527363,0.568953804347826,48239
JASPER,3423,9957,13517,22233,2012,1,TX,0,0,0.2532366649404454,0.7366279499889029,0.4833912850484575,0.6079701344847749,48241
JEFF DAVIS,440,719,1192,1569,2012,1,TX,0,0,0.3691275167785235,0.6031879194630873,0.23406040268456374,0.7597195666029318,48243
JEFFERSON,44668,43242,88627,147265,2012,1,TX,0,0,0.503999909734054,0.4879100048517946,-0.016089904882259365,0.6018198485723016,48245
JIM HOGG,1301,356,1667,3804,2012,1,TX,0,0,0.7804439112177565,0.21355728854229153,-0.566886622675465,0.4382229232386961,48247
JIM WELLS,6492,4598,11166,25562,2012,1,TX,0,0,0.5814078452444922,0.41178577825541823,-0.16962206698907395,0.4368202801032783,48249
JOHNSON,10496,37661,48838,81684,2012,1,TX,0,0,0.21491461566812728,0.7711413243785576,0.5562267087104303,0.597889427550071,48251
JONES,1226,4262,5567,9979,2012,1,TX,0,0,0.22022633375246992,0.7655828992275912,0.5453565654751212,0.5578715302134483,48253
KARNES,1325,2825,4185,7831,2012,1,TX,0,0,0.31660692951015534,0.6750298685782556,0.3584229390681003,0.5344145064487295,48255
KAUFMAN,9472,24846,34670,59604,2012,1,TX,0,0,0.27320449956734927,0.7166426305162965,0.44343813094894724,0.5816723709818133,48257
KENDALL,3043,14508,17783,25711,2012,1,TX,0,0,0.17111848394534104,0.8158353483664174,0.6447168644210763,0.6916494885457586,48259
KENEDY,82,84,167,361,2012,1,TX,0,0,0.49101796407185627,0.5029940119760479,0.0119760479041916,0.4626038781163435,48261
KENT,66,335,405,626,2012,1,TX,0,0,0.16296296296296298,0.8271604938271605,0.6641975308641975,0.646964856230032,48263
KERR,4338,17274,21879,32854,2012,1,TX,0,0,0.19827231591937475,0.7895242012889072,0.5912518853695324,0.6659463079077129,48265
KIMBLE,217,1667,1892,2947,2012,1,TX,0,0,0.11469344608879492,0.88107822410148,0.766384778012685,0.6420088225313878,48267
KING,5,139,145,186,2012,1,TX,0,0,0.034482758620689655,0.9586206896551724,0.9241379310344828,0.7795698924731183,48269
KINNEY,522,880,1425,2371,2012,1,TX,0,0,0.3663157894736842,0.6175438596491228,0.25122807017543863,0.6010122311261071,48271
KLEBERG,4754,4058,8907,17692,2012,1,TX,0,0,0.5337375098237341,0.4555967216795779,-0.07814078814415626,0.5034478860501922,48273
KNOX,332,1160,1510,2307,2012,1,TX,0,0,0.21986754966887417,0.7682119205298014,0.5483443708609272,0.6545296922410057,48275
LAMAR,4181,12826,17197,28901,2012,1,TX,0,0,0.24312380066290631,0.7458277606559284,0.5027039599930221,0.5950313137953704,48277
LAMB,998,3058,4091,8447,2012,1,TX,0,0,0.24395013444145686,0.7474945001222195,0.5035443656807627,0.48431395761808926,48279
LAMPASAS,1479,5621,7204,12815,2012,1,TX,0,0,0.2053026096612993,0.7802609661299278,0.5749583564686285,0.5621537261022239,48281
LASALLE,965,669,1646,4002,2012,1,TX,0,0,0.586269744835966,0.40643985419198053,-0.1798298906439854,0.4112943528235882,48283
LAVACA,1428,6796,8294,13112,2012,1,TX,0,0,0.17217265493127562,0.8193875090426814,0.6472148541114058,0.6325503355704698,48285
LEE,1632,4507,6221,9681,2012,1,TX,0,0,0.262337244815946,0.7244815945989391,0.4621443497829931,0.6425989050717901,48287
LEON,1062,5814,6945,10884,2012,1,TX,0,0,0.15291576673866092,0.8371490280777538,0.6842332613390929,0.6380926130099228,48289
LIBERTY,5202,17323,22746,43198,2012,1,TX,0,0,0.22869955156950672,0.7615844544095666,0.5328849028400598,0.52655215519237,48291
LIMESTONE,2208,5288,7563,13501,2012,1,TX,0,0,0.29194763982546607,0.6991934417559169,0.40724580193045085,0.5601807273535294,48293
LIPSCOMB,119,1044,1168,1926,2012,1,TX,0,0,0.10188356164383562,0.8938356164383562,0.7919520547945206,0.6064382139148494,48295
LIVE OAK,919,3154,4113,7162,2012,1,TX,0,0,0.22343787989302213,0.7668368587405786,0.5433989788475565,0.574280927115331,48297
LLANO,1822,7610,9558,14270,2012,1,TX,0,0,0.19062565390249006,0.7961916718978865,0.6055660179953964,0.6697967764540995,48299
LOVING,9,54,64,123,2012,1,TX,0,0,0.140625,0.84375,0.703125,0.5203252032520326,48301
LUBBOCK,26271,63469,91184,155708,2012,1,TX,0,0,0.28810975609756095,0.696054132303913,0.40794437620635204,0.5856089603617026,48303
LYNN,506,1439,1959,3874,2012,1,TX,0,0,0.25829504849412965,0.734558448187851,0.47626339969372133,0.5056788848735158,48305
MADISON,967,3028,4028,6637,2012,1,TX,0,0,0.2400695134061569,0.7517378351539226,0.5116683217477657,0.6069007081512732,48313
MARION,1495,2733,4282,7206,2012,1,TX,0,0,0.3491359177954227,0.638253152732368,0.28911723493694536,0.5942270330280321,48315
MARTIN,248,1368,1624,3003,2012,1,TX,0,0,0.15270935960591134,0.8423645320197044,0.689655172413793,0.5407925407925408,48317
MASON,380,1565,1968,2893,2012,1,TX,0,0,0.19308943089430894,0.7952235772357723,0.6021341463414633,0.6802627030763913,48319
MATAGORDA,3980,8040,12133,21387,2012,1,TX,0,0,0.32803098986235885,0.6626555674606445,0.3346245775982856,0.5673072427175387,48321
MAVERICK,8303,2171,10563,27910,2012,1,TX,0,0,0.7860456309760485,0.20552873236769856,-0.58051689860835,0.3784664994625582,48323
MCCULLOCH,537,2419,2993,5201,2012,1,TX,0,0,0.17941864350150352,0.8082191780821918,0.6288005345806883,0.5754662564891367,48307
MCLENNAN,25694,47903,74541,128544,2012,1,TX,0,0,0.3446962074562992,0.642639621148093,0.29794341369179383,0.5798870425690814,48309
MCMULLEN,67,431,503,734,2012,1,TX,0,0,0.13320079522862824,0.856858846918489,0.7236580516898607,0.6852861035422343,48311
MEDINA,4784,11079,16049,27315,2012,1,TX,0,0,0.29808710823104245,0.6903233846345567,0.3922362764035142,0.5875526267618525,48325
MENARD,171,665,849,1638,2012,1,TX,0,0,0.20141342756183744,0.7832744405182568,0.5818610129564193,0.5183150183150184,48327
MIDLAND,8286,35689,44597,73644,2012,1,TX,0,0,0.18579725093616162,0.8002556225755095,0.6144583716393479,0.6055754711857042,48329
MILAM,2636,5481,8230,14517,2012,1,TX,0,0,0.3202916160388821,0.6659781287970838,0.3456865127582017,0.5669215402631398,48331
MILLS,279,1882,2201,3434,2012,1,TX,0,0,0.1267605633802817,0.8550658791458428,0.728305315765561,0.6409435061153174,48333
MITCHELL,538,1756,2316,4583,2012,1,TX,0,0,0.23229706390328153,0.7582037996545768,0.5259067357512953,0.5053458433340606,48335
MONTAGUE,1116,6549,7751,12876,2012,1,TX,0,0,0.143981421752032,0.8449232357115211,0.7009418139594891,0.6019726623174899,48337
MONTGOMERY,32920,137969,173113,264980,2012,1,TX,0,0,0.19016480564717844,0.7969880944816392,0.6068232888344608,0.6533059098799909,48339
MOORE,964,3968,4985,9424,2012,1,TX,0,0,0.19338014042126378,0.795987963891675,0.6026078234704113,0.5289685908319185,48341
MORRIS,1858,3232,5139,8411,2012,1,TX,0,0,0.3615489394823896,0.6289161315431018,0.2673671920607122,0.6109856140768042,48343
MOTLEY,55,538,600,821,2012,1,TX,0,0,0.09166666666666666,0.8966666666666666,0.8049999999999999,0.730816077953715,48345
NACOGDOCHES,6465,13925,20653,31129,2012,1,TX,0,0,0.3130295840797947,0.6742361884471989,0.3612066043674042,0.6634649362330945,48347
NAVARRO,4350,10847,15364,27362,2012,1,TX,0,0,0.2831293933871388,0.7060010413954699,0.42287164800833116,0.5615086616475404,48349
NEWTON,1677,4112,5869,9035,2012,1,TX,0,0,0.28573862668256944,0.7006304310785483,0.41489180439597884,0.649584947426674,48351
NOLAN,1216,3282,4575,8488,2012,1,TX,0,0,0.26579234972677596,0.7173770491803279,0.4515846994535519,0.5389962299717248,48353
NUECES,45772,48966,96104,191960,2012,1,TX,0,0,0.4762757013235661,0.5095105302588862,0.03323482893532004,0.5006459679099813,48355
OCHILTREE,253,2719,2993,5127,2012,1,TX,0,0,0.0845305713331106,0.908453057133311,0.8239224858002004,0.583772186463819,48357
OLDHAM,71,790,869,1378,2012,1,TX,0,0,0.08170310701956271,0.9090909090909091,0.8273878020713463,0.6306240928882438,48359
ORANGE,6800,23366,30518,50323,2012,1,TX,0,0,0.22281931974572383,0.7656465037027328,0.5428271839570089,0.6064423822109175,48361
PALO PINTO,1811,7393,9337,17255,2012,1,TX,0,0,0.1939595159044661,0.7917960801113848,0.5978365642069187,0.5411185163720661,48363
PANOLA,2211,7950,10230,15888,2012,1,TX,0,0,0.2161290322580645,0.7771260997067448,0.5609970674486804,0.6438821752265861,48365
PARKER,7853,39243,47694,75933,2012,1,TX,0,0,0.16465383486392418,0.8228079003648258,0.6581540655009016,0.6281063569199162,48367
PARMER,529,2011,2554,4483,2012,1,TX,0,0,0.2071260767423649,0.7873923257635083,0.5802662490211433,0.569707784965425,48369
PECOS,1591,2512,4150,8058,2012,1,TX,0,0,0.3833734939759036,0.6053012048192771,0.22192771084337348,0.5150161330354927,48371
POLK,4859,14071,19134,37397,2012,1,TX,0,0,0.25394585554510296,0.7353924950350162,0.4814466394899133,0.5116453191432467,48373
POTTER,7126,18918,26450,52296,2012,1,TX,0,0,0.269413988657845,0.7152362948960302,0.44582230623818525,0.5057748202539392,48375
PRESIDIO,1282,504,1817,5200,2012,1,TX,0,0,0.7055586130985141,0.2773802971931756,-0.4281783159053385,0.34942307692307695,48377
RAINS,761,3279,4087,6777,2012,1,TX,0,0,0.18620014680694885,0.8022999755321751,0.6160998287252263,0.6030692046628302,48379
RANDALL,7574,41447,49696,78745,2012,1,TX,0,0,0.15240663232453316,0.8340107855763039,0.6816041532517707,0.6311003873261795,48381
REAGAN,158,676,843,1785,2012,1,TX,0,0,0.1874258600237248,0.8018979833926453,0.6144721233689205,0.4722689075630252,48383
REAL,277,1236,1535,2426,2012,1,TX,0,0,0.18045602605863192,0.8052117263843648,0.6247557003257329,0.6327287716405606,48385
RED RIVER,1482,3549,5074,7790,2012,1,TX,0,0,0.2920772566022862,0.6994481671265274,0.4073709105242412,0.6513478818998716,48387
REEVES,1655,1188,2877,6392,2012,1,TX,0,0,0.5752519986096628,0.4129301355578728,-0.16232186305179003,0.45009386733416773,48389
REFUGIO,998,1663,2677,5165,2012,1,TX,0,0,0.3728053791557714,0.6212177810982443,0.24841240194247294,0.5182962245885769,48391
ROBERTS,33,468,508,690,2012,1,TX,0,0,0.06496062992125984,0.9212598425196851,0.8562992125984252,0.736231884057971,48393
ROBERTSON,2798,4419,7287,11546,2012,1,TX,0,0,0.38397145601756555,0.6064223960477563,0.22245094003019072,0.6311276632600035,48395
ROCKWALL,8120,27113,35678,48495,2012,1,TX,0,0,0.2275912326924155,0.7599360950725937,0.5323448623801783,0.7357047118259614,48397
RUNNELS,519,3104,3668,6701,2012,1,TX,0,0,0.1414940021810251,0.8462377317339149,0.7047437295528898,0.5473809879122519,48399
RUSK,4451,13924,18546,30867,2012,1,TX,0,0,0.23999784320069018,0.7507818397498113,0.5107839965491211,0.6008358441053553,48401
SABINE,807,3727,4578,7551,2012,1,TX,0,0,0.17627785058977719,0.8141109654871123,0.6378331148973351,0.6062773142630116,48403
SAN AUGUSTINE,1193,2469,3690,6156,2012,1,TX,0,0,0.32330623306233064,0.6691056910569105,0.3457994579945799,0.5994152046783626,48405
SAN JACINTO,2410,7107,9616,16325,2012,1,TX,0,0,0.25062396006655574,0.7390806988352745,0.48845673876871876,0.5890352220520674,48407
SAN PATRICIO,7856,12005,20078,42806,2012,1,TX,0,0,0.39127403127801574,0.597918119334595,0.2066440880565793,0.4690463953651357,48409
SAN SABA,323,1905,2259,3803,2012,1,TX,0,0,0.14298362107127047,0.8432934926958832,0.7003098716246127,0.5940047331054431,48411
SCHLEICHER,221,787,1017,1760,2012,1,TX,0,0,0.21730580137659783,0.7738446411012783,0.5565388397246804,0.5778409090909091,48413
SCURRY,838,4124,5027,9404,2012,1,TX,0,0,0.1666998209667794,0.820370001989258,0.6536701810224786,0.5345597618034879,48415
SHACKELFORD,131,1218,1363,2350,2012,1,TX,0,0,0.09611151870873075,0.8936170212765957,0.797505502567865,0.58,48417
SHELBY,2322,6879,9284,14387,2012,1,TX,0,0,0.25010771219302025,0.740952175786299,0.49084446359327877,0.6453047890456662,48419
SHERMAN,121,908,1038,1509,2012,1,TX,0,0,0.11657032755298652,0.8747591522157996,0.758188824662813,0.6878727634194831,48421
SMITH,21456,57331,79601,124337,2012,1,TX,0,0,0.2695443524578837,0.7202296453562141,0.4506852928983304,0.6402036401071282,48423
SOMERVELL,613,2871,3538,5662,2012,1,TX,0,0,0.17326172979084228,0.8114754098360656,0.6382136800452233,0.6248675379724479,48425
STARR,10260,1547,11883,30627,2012,1,TX,0,0,0.8634183287048726,0.1301859799713877,-0.7332323487334849,0.3879909883436184,48427
STEPHENS,475,2892,3412,5538,2012,1,TX,0,0,0.1392145369284877,0.8475967174677609,0.7083821805392732,0.6161068977970386,48429
STERLING,31,459,494,851,2012,1,TX,0,0,0.06275303643724696,0.9291497975708503,0.8663967611336033,0.5804935370152762,48431
STONEWALL,160,507,675,1056,2012,1,TX,0,0,0.23703703703703705,0.7511111111111111,0.514074074074074,0.6392045454545454,48433
SUTTON,369,1110,1489,2553,2012,1,TX,0,0,0.2478173270651444,0.7454667562122229,0.49764942914707855,0.5832354093223658,48435
SWISHER,579,1655,2270,4182,2012,1,TX,0,0,0.2550660792951542,0.7290748898678414,0.47400881057268723,0.5428024868483979,48437
TARRANT,253071,348920,610890,974880,2012,1,TX,0,0,0.41426607081471295,0.5711666584818871,0.15690058766717413,0.6266309699655342,48439
TAYLOR,9750,32904,43263,75696,2012,1,TX,0,0,0.22536578600651827,0.7605575202829208,0.5351917342764025,0.5715361445783133,48441
TERRELL,184,358,555,894,2012,1,TX,0,0,0.33153153153153153,0.645045045045045,0.3135135135135135,0.6208053691275168,48443
TERRY,1059,2602,3709,7260,2012,1,TX,0,0,0.28552170396333243,0.7015368023726072,0.41601509840927475,0.5108815426997245,48445
THROCKMORTON,109,700,813,1286,2012,1,TX,0,0,0.13407134071340712,0.8610086100861009,0.7269372693726938,0.6321928460342147,48447
TITUS,2648,6084,8854,15821,2012,1,TX,0,0,0.29907386491981025,0.6871470521798058,0.3880731872599955,0.559635926932558,48449
TOM GREEN,9294,26878,36720,61817,2012,1,TX,0,0,0.2531045751633987,0.7319716775599129,0.4788671023965142,0.5940113560994549,48451
TRAVIS,232788,140152,387057,632962,2012,1,TX,0,0,0.6014307970143933,0.36209653875269016,-0.23933425826170313,0.6115011643668973,48453
TRINITY,1614,4537,6235,11733,2012,1,TX,0,0,0.2588612670408982,0.7276663993584603,0.46880513231756216,0.5314071422483593,48455
TYLER,1668,5910,7654,13073,2012,1,TX,0,0,0.21792526783381239,0.7721452835118892,0.5542200156780768,0.5854815268109844,48457
UPSHUR,2971,12015,15138,26825,2012,1,TX,0,0,0.19626106486986392,0.7936979785969085,0.5974369137270445,0.5643243243243243,48459
UPTON,333,953,1300,2200,2012,1,TX,0,0,0.2561538461538462,0.7330769230769231,0.4769230769230769,0.5909090909090909,48461
UVALDE,3825,4529,8435,16194,2012,1,TX,0,0,0.45346769413159455,0.5369294605809128,0.0834617664493183,0.5208719278745214,48463
VAL VERDE,6285,5635,12081,27533,2012,1,TX,0,0,0.5202383908616837,0.4664348977733631,-0.05380349308832055,0.43878255184687465,48465
VAN ZANDT,3084,15794,19100,33179,2012,1,TX,0,0,0.16146596858638743,0.8269109947643979,0.6654450261780105,0.5756653304801229,48467
VICTORIA,8802,19692,28853,51501,2012,1,TX,0,0,0.3050635982393512,0.6824940214189166,0.3774304231795654,0.5602415487077921,48469
WALKER,6252,12140,18685,30781,2012,1,TX,0,0,0.3345999464811346,0.6497190259566498,0.31511907947551515,0.6070303109060784,48471
WALLER,6514,9244,15902,29838,2012,1,TX,0,0,0.4096340083008427,0.5813105269777387,0.17167651867689598,0.53294456733025,48473
WARD,841,2366,3245,6158,2012,1,TX,0,0,0.25916795069337445,0.7291217257318953,0.4699537750385208,0.5269568041571939,48475
WASHINGTON,3381,10857,14397,22519,2012,1,TX,0,0,0.23484059178995625,0.754115440716816,0.5192748489268597,0.639326790710067,48477
WEBB,37597,11078,49110,110867,2012,1,TX,0,0,0.7655670942781511,0.22557523925880676,-0.5399918550193443,0.44296319012871277,48479
WHARTON,4235,9750,14087,24684,2012,1,TX,0,0,0.3006317881734933,0.6921274934336622,0.3914957052601689,0.5706935666828715,48481
WHEELER,232,1878,2128,3517,2012,1,TX,0,0,0.10902255639097744,0.8825187969924813,0.7734962406015038,0.6050611316462895,48483
WICHITA,10525,29812,41018,74239,2012,1,TX,0,0,0.25659466575649714,0.7268028670339851,0.47020820127748797,0.5525128301835962,48485
WILBARGER,971,2956,3980,8002,2012,1,TX,0,0,0.24396984924623116,0.742713567839196,0.4987437185929648,0.4973756560859785,48487
WILLACY,3600,1416,5064,11314,2012,1,TX,0,0,0.7109004739336493,0.2796208530805687,-0.4312796208530806,0.4475870602793,48489
WILLIAMSON,61875,97006,163271,253440,2012,1,TX,0,0,0.3789711583808515,0.5941410293316021,0.21516987095075057,0.6442195391414142,48491
WILSON,4821,12218,17205,27902,2012,1,TX,0,0,0.28020924149956405,0.7101424004649811,0.42993315896541706,0.6166224643394739,48493
WINKLER,398,1311,1725,3589,2012,1,TX,0,0,0.23072463768115942,0.76,0.5292753623188406,0.48063527444970744,48495
WISE,3221,17207,20745,35888,2012,1,TX,0,0,0.15526632923596048,0.8294528802120993,0.6741865509761388,0.5780483727151137,48497
WOOD,3056,14351,17581,27438,2012,1,TX,0,0,0.173824014561174,0.8162789374893351,0.6424549229281611,0.6407536992492164,48499
YOAKUM,409,1698,2128,3919,2012,1,TX,0,0,0.19219924812030076,0.7979323308270677,0.605733082706767,0.542995662158714,48501
YOUNG,992,6225,7316,11535,2012,1,TX,0,0,0.13559322033898305,0.8508747949699289,0.7152815746309459,0.6342436064152579,48503
ZAPATA,2527,997,3543,7435,2012,1,TX,0,0,0.7132373694609089,0.2813999435506633,-0.4318374259102456,0.47652992602555483,48505
ZAVALA,3042,574,3653,8566,2012,1,TX,0,0,0.8327402135231317,0.15713112510265534,-0.6756090884204763,0.4264534204996498,48507
ANDERSON,2286,7732,10213,26938,2014,0,TX,1,0,0.22383237050817587,0.757074317046901,0.5332419465387251,0.3791298537382137,48001
ANDREWS,203,1988,2221,8521,2014,0,TX,1,0,0.09140027014858172,0.895092300765421,0.8036920306168392,0.2606501584321089,48003
ANGELINA,3686,12940,16802,49862,2014,0,TX,1,0,0.21937864539935722,0.7701464111415308,0.5507677657421736,0.33697003730295616,48005
ARANSAS,1480,4460,6070,15804,2014,0,TX,1,0,0.24382207578253706,0.7347611202635914,0.49093904448105435,0.3840799797519615,48007
ARCHER,302,2297,2636,6290,2014,0,TX,1,0,0.11456752655538695,0.8713960546282246,0.7568285280728376,0.4190779014308426,48009
ARMSTRONG,59,502,571,1329,2014,0,TX,1,0,0.10332749562171628,0.8791593695271454,0.7758318739054291,0.4296463506395786,48011
ATASCOSA,2589,4760,7465,24575,2014,0,TX,1,0,0.34681848626925654,0.6376423308774279,0.2908238446081714,0.30376398779247205,48013
AUSTIN,1252,5813,7182,18562,2014,0,TX,1,0,0.1743247006404901,0.8093845725424673,0.6350598719019772,0.38691951298351474,48015
BAILEY,130,868,1004,3527,2014,0,TX,1,0,0.1294820717131474,0.8645418326693227,0.7350597609561753,0.2846611851431812,48017
BANDERA,1257,4911,6346,14845,2014,0,TX,1,0,0.19807752915222188,0.7738733060195399,0.575795776867318,0.42748400134725495,48019
BASTROP,6566,9803,16961,42505,2014,0,TX,1,0,0.3871234007428807,0.5779729968751842,0.1908495961323035,0.399035407599106,48021
BAYLOR,134,700,844,2511,2014,0,TX,1,0,0.15876777251184834,0.8293838862559242,0.6706161137440758,0.336121067303863,48023
BEE,2128,2972,5226,15113,2014,0,TX,1,0,0.40719479525449676,0.5686949866054344,0.16150019135093763,0.34579501091775294,48025
BELL,14412,28778,43983,168877,2014,0,TX,1,0,0.32767205511220243,0.654298251597208,0.32662619648500557,0.26044399178100036,48027
BEXAR,145711,149697,300950,957110,2014,0,TX,1,0,0.4841701279282273,0.4974148529656089,0.01324472503738161,0.31443616721171025,48029
BLANCO,874,2622,3608,7390,2014,0,TX,1,0,0.24223946784922396,0.7267184035476718,0.48447893569844785,0.48822733423545334,48031
BORDEN,18,240,260,439,2014,0,TX,1,0,0.06923076923076923,0.9230769230769231,0.8538461538461539,0.592255125284738,48033
BOSQUE,933,3881,4908,11824,2014,0,TX,1,0,0.19009779951100245,0.7907497962510187,0.6006519967400162,0.4150879566982409,48035
BOWIE,5564,15583,21532,57235,2014,0,TX,1,0,0.2584060932565484,0.7237135426342188,0.46530744937767043,0.3762033720625491,48037
BRAZORIA,19703,41373,62280,183488,2014,0,TX,1,0,0.3163615928066795,0.6643063583815029,0.34794476557482334,0.33942274154168117,48039
BRAZOS,9125,21859,31608,92928,2014,0,TX,1,0,0.28869273601619844,0.6915654264743103,0.40287269045811186,0.34013429752066116,48041
BREWSTER,1311,1499,2908,7032,2014,0,TX,1,0,0.45082530949105915,0.515474552957359,0.06464924346629985,0.41353811149032993,48043
BRISCOE,75,431,510,1132,2014,0,TX,1,0,0.14705882352941177,0.8450980392156863,0.6980392156862745,0.450530035335689,48045
BROOKS,1478,588,2146,6433,2014,0,TX,1,0,0.6887232059645852,0.2739981360671016,-0.41472506989748364,0.33359241411472096,48047
BROWN,901,7176,8201,22744,2014,0,TX,1,0,0.10986465065235947,0.8750152420436532,0.7651505913912937,0.360578614139993,48049
BURLESON,959,3199,4208,11050,2014,0,TX,1,0,0.22789923954372623,0.7602186311787072,0.532319391634981,0.3808144796380091,48051
BURNET,2571,8995,11883,27384,2014,0,TX,1,0,0.21635950517546074,0.7569637296978877,0.540604224522427,0.4339395267309378,48053
CALDWELL,3578,5037,8906,21175,2014,0,TX,1,0,0.40175162811587695,0.5655737704918032,0.1638221423759263,0.42059031877213693,48055
CALHOUN,1326,2737,4155,12700,2014,0,TX,1,0,0.3191335740072202,0.6587244283995186,0.3395908543922984,0.32716535433070865,48057
CALLAHAN,285,2636,2969,8838,2014,0,TX,1,0,0.09599191647019198,0.8878410239137757,0.7918491074435837,0.3359357320660783,48059
CAMERON,21859,16556,39407,186563,2014,0,TX,1,0,0.5546984038368817,0.42012840358311976,-0.13457000025376198,0.21122623456955558,48061
CAMP,718,1862,2613,7218,2014,0,TX,1,0,0.2747799464217375,0.7125908916953693,0.4378109452736318,0.36201163757273486,48063
CARSON,193,1634,1857,4248,2014,0,TX,1,0,0.10393107162089392,0.8799138395261173,0.7759827679052235,0.4371468926553672,48065
CASS,1687,5185,6947,19251,2014,0,TX,1,0,0.24283863538217937,0.7463653375557795,0.5035267021736001,0.36086437068204247,48067
CASTRO,217,917,1152,3963,2014,0,TX,1,0,0.18836805555555555,0.7960069444444444,0.6076388888888888,0.2906888720666162,48069
CHAMBERS,1490,6778,8415,25104,2014,0,TX,1,0,0.1770647653000594,0.8054664289958408,0.6284016636957813,0.3352055449330784,48071
CHEROKEE,1862,7709,9688,26944,2014,0,TX,1,0,0.19219653179190752,0.7957266721717589,0.6035301403798513,0.3595605700712589,48073
CHILDRESS,134,944,1095,3569,2014,0,TX,1,0,0.1223744292237443,0.8621004566210045,0.7397260273972602,0.3068086298683105,48075
CLAY,363,2436,2842,7610,2014,0,TX,1,0,0.12772695285010555,0.8571428571428571,0.7294159042927515,0.37345597897503285,48077
COCHRAN,65,423,495,1772,2014,0,TX,1,0,0.13131313131313133,0.8545454545454545,0.7232323232323232,0.2793453724604966,48079
COKE,67,696,770,2135,2014,0,TX,1,0,0.08701298701298701,0.9038961038961039,0.8168831168831169,0.36065573770491804,48081
COLEMAN,234,1974,2240,5902,2014,0,TX,1,0,0.10446428571428572,0.88125,0.7767857142857143,0.37953236191121653,48083
COLLIN,57757,116365,177131,485406,2014,0,TX,1,0,0.3260694062586447,0.6569431663571029,0.3308737600984582,0.3649130830686065,48085
COLLINGSWORTH,132,651,802,1890,2014,0,TX,1,0,0.16458852867830423,0.8117206982543641,0.6471321695760599,0.42433862433862435,48087
